,name,rating,department,feedback,school
1213,Yong Soo Kim,0.0,Agriculture,,University of Hawaii at Manoa
1214,Maria Diaz,4.8,Spanish,,University of Hawaii at Manoa
1215,Raghu Srinivasan,4.7,Engineering,,University of Hawaii at Manoa
1216,Donovan Colleps,4.0,English,,University of Hawaii at Manoa
1217,Samantha O'Hanlon,3.9,Psychology,,University of Hawaii at Manoa
1218,Jennifer Kwak,3.0,Psychology,25%,University of Hawaii at Manoa
1219,Abraham Flores Jr,5.0,Languages,100%,University of Hawaii at Manoa
1220,Francois Ramaroson,3.0,Mathematics,,University of Hawaii at Manoa
1221,Abi Good,0.0,Fine Arts,,University of Hawaii at Manoa
1222,Kristen Gleason,3.2,Psychology,,University of Hawaii at Manoa
1223,Sydney Morrow,4.6,Philosophy,100%,University of Hawaii at Manoa
1224,Jack Taylor,4.1,English,80%,University of Hawaii at Manoa
1225,Alice Te Punga Somerville,4.0,English,,University of Hawaii at Manoa
1226,Allison Henward,4.5,Education,,University of Hawaii at Manoa
1227,Nana Suzumura,5.0,Japanese,100%,University of Hawaii at Manoa
1228,Suzanne Roig,4.3,Journalism,50%,University of Hawaii at Manoa
1229,Alice Kang,0.0,Mathematics,,University of Hawaii at Manoa
1230,Jared Mukai,5.0,Mathematics,,University of Hawaii at Manoa
1231,Ann Castelfranco,1.1,Mathematics,,University of Hawaii at Manoa
1232,Laura Yee,4.8,Speech,,University of Hawaii at Manoa
1233,Sofia de la Sota,0.0,Biology,,University of Hawaii at Manoa
1234,Alexander Krieg,5.0,Psychology,,University of Hawaii at Manoa
1235,Mushfeq Khan,4.5,Mathematics,100%,University of Hawaii at Manoa
1236,Nozomi Tanaka,3.2,Linguistics,100%,University of Hawaii at Manoa
1237,Troy Apostol,4.0,Theater,,University of Hawaii at Manoa
1238,Madeleine  Soder,4.4,Fine Arts,67%,University of Hawaii at Manoa
1239,Amanda Fenner,4.0,Chemistry,100%,University of Hawaii at Manoa
1240,Dominik Kalisch,1.9,Business,0%,University of Hawaii at Manoa
1241,Sanna King,4.2,Sociology,0%,University of Hawaii at Manoa
1242,Prem Phyak,0.0,Languages,,University of Hawaii at Manoa
1243,Moana Nepia,2.1,Pacific  Asian Studies,34%,University of Hawaii at Manoa
1244,Julia Peres Guimaraes,4.0,Political Science,,University of Hawaii at Manoa
1245,Andrew Grandinetti,4.2,Public Health,100%,University of Hawaii at Manoa
1246,Michael Uptegrove ,4.0,Spanish,,University of Hawaii at Manoa
1247,Brian  Turano,5.0,Science,,University of Hawaii at Manoa
1248,Travis Lockwood,5.0,English Language Institute,,University of Hawaii at Manoa
1249,Kevin Bennett,3.9,Biology,62%,University of Hawaii at Manoa
1250,Cheri Tarutani,0.0,Social Work,,University of Hawaii at Manoa
1251,Paul Bienfang,0.0,Oceanography,,University of Hawaii at Manoa
1252,Elizabeth Soto,4.7,English,50%,University of Hawaii at Manoa
1253,Ladan Hamedani,5.0,Languages,100%,University of Hawaii at Manoa
1254,Daniele Spirandelli,4.0,Urban Planning,100%,University of Hawaii at Manoa
1255,Jessica Tan,1.5,American Studies,0%,University of Hawaii at Manoa
1256,Lucia Puente Trevino,2.0,Theater,,University of Hawaii at Manoa
1257,Carey Moyer,4.8,Business,100%,University of Hawaii at Manoa
1258,Carol  Beresiwsky,0.0,Spanish,,University of Hawaii at Manoa
1259,Jason Leigh,3.8,Computer Science,74%,University of Hawaii at Manoa
1260,john friend,0.0,Business,100%,University of Hawaii at Manoa
1261,Evan Jordan,4.7,Travel Industry,100%,University of Hawaii at Manoa
1262,Rebecca Evans,3.4,English,,University of Hawaii at Manoa
1263,M. Cristi-Kim,0.0,Family  Consumer Sciences,,University of Hawaii at Manoa
1264,Hyunjoo Hwang,0.0,Travel Industry,,University of Hawaii at Manoa
1265,Edward Lasky,0.0,Classics,,University of Hawaii at Manoa
1266,Veselina Lambrev,4.5,Education,100%,University of Hawaii at Manoa
1267,Sooran Pak,4.5,Korean,100%,University of Hawaii at Manoa
1268,Harry Hale,4.8,Japanese,,University of Hawaii at Manoa
1269,Talitha Amalia,5.0,Languages,100%,University of Hawaii at Manoa
1270,Elizabeth  Harper ,4.0,Communicology,100%,University of Hawaii at Manoa
1271,Janet Graham,4.4,English,100%,University of Hawaii at Manoa
1272,Gordon Lee,5.0,Education,,University of Hawaii at Manoa
1273,Jonathan Whitney,0.0,Biology,,University of Hawaii at Manoa
1274,Gabriel Amos,2.2,Mathematics,10%,University of Hawaii at Manoa
1275,Julie Walsh,0.0,Pacific  Asian Studies,100%,University of Hawaii at Manoa
1276,Mihoko Sawada,0.0,Linguistics,,University of Hawaii at Manoa
1277,Shantelle Kaaialii,3.9,Religion,80%,University of Hawaii at Manoa
1278,Keith Weiser,3.1,Microbiology,100%,University of Hawaii at Manoa
1279,Kaveh Abhari,4.8,Business,100%,University of Hawaii at Manoa
1280,Martha Crosby,1.1,Computer Science,0%,University of Hawaii at Manoa
1281,Marie Fialkowski,3.6,Nutrition,50%,University of Hawaii at Manoa
1282,Bryant Murakami,5.0,Academy for Creative Media,100%,University of Hawaii at Manoa
1283,Grant Carvalho,4.0,Music,,University of Hawaii at Manoa
1284,Robert  Harron,3.2,Mathematics,0%,University of Hawaii at Manoa
1285,Bob Cooney,4.7,Public Health,100%,University of Hawaii at Manoa
1286,Tawei David Wang,3.0,Accounting,,University of Hawaii at Manoa
1287,Bret Freemyer,4.1,Kinesiology,100%,University of Hawaii at Manoa
1288,Victoria Chen,5.0,Linguistics,100%,University of Hawaii at Manoa
1289,Vera Hanaoka,3.4,Japanese,50%,University of Hawaii at Manoa
1290,Megan Edwards,2.0,Anthropology,,University of Hawaii at Manoa
1291,Xiangrong Zhou,1.0,Engineering,,University of Hawaii at Manoa
1292,Elan Stopnitzky,0.0,Physics,,University of Hawaii at Manoa
1293,Jennifer Padua,0.0,Education,,University of Hawaii at Manoa
1294,Thomas Pearson,0.0,Accounting,,University of Hawaii at Manoa
1295,Justice Quick,4.0,Communicology,100%,University of Hawaii at Manoa
1296,Di Sun,3.5,Languages,,University of Hawaii at Manoa
1297,Bin Shen,3.2,Business,34%,University of Hawaii at Manoa
1298,Singh Amarjit,0.0,Sociology,,University of Hawaii at Manoa
1299,Nicole Muszynski,4.9,Psychology,100%,University of Hawaii at Manoa
1300,Yoriko Ito,4.3,Japanese,,University of Hawaii at Manoa
1301,Sean Sanford,0.0,Mathematics,,University of Hawaii at Manoa
1302,Jean Butel,5.0,Public Health,,University of Hawaii at Manoa
1303,Daniela Gonzalez Quezada,5.0,Languages  Linguistics,,University of Hawaii at Manoa
1304,Alex Mawyer,3.6,Pacific  Asian Studies,25%,University of Hawaii at Manoa
1305,Gaur Johnson,4.7,Engineering,100%,University of Hawaii at Manoa
1306,Radovan Milincic,0.0,Physics,,University of Hawaii at Manoa
1307,Alexander Smith,5.0,Linguistics,,University of Hawaii at Manoa
1308,Naemi Tanaka McPherson,4.6,Japanese,,University of Hawaii at Manoa
1309,Patricia Masters,4.0,Ethnic Studies,,University of Hawaii at Manoa
1310,Victoria Fan,4.8,Public Health,100%,University of Hawaii at Manoa
1311,Ana Gonzalez Hernando,4.3,Spanish,100%,University of Hawaii at Manoa
1312,Leinaala  Song,5.0,Chemistry,,University of Hawaii at Manoa
1313,Emily Gazda,2.8,English Language Institute,0%,University of Hawaii at Manoa
1314,Sang Hae Lee,4.5,Korean,,University of Hawaii at Manoa
1315,Colleen Carpinella,2.5,Psychology,,University of Hawaii at Manoa
1316,John  Vandercook,1.0,Journalism,,University of Hawaii at Manoa
1317,So Young Lee,5.0,Korean,,University of Hawaii at Manoa
1318,Jennifer Rose,5.0,Law,,University of Hawaii at Manoa
1319,Rajam Raghunathan,4.4,Philosophy,,University of Hawaii at Manoa
1320,Raul Rudoy,5.0,Medicine,,University of Hawaii at Manoa
1321,Matt Cavert,4.0,French,0%,University of Hawaii at Manoa
1322,Li-Anne  Delavega,4.5,English,100%,University of Hawaii at Manoa
1323,Lianne Delavega,4.0,English,,University of Hawaii at Manoa
1324,Angeline  Nariswari,4.5,Marketing,,University of Hawaii at Manoa
1325,Ashley Morris,4.5,Psychology,,University of Hawaii at Manoa
1326,Meagan Dailey,2.6,Linguistics,,University of Hawaii at Manoa
1327,Yingfei Dong,2.3,Engineering,100%,University of Hawaii at Manoa
1328,Charlene Tomas,4.0,Ethnic Studies,,University of Hawaii at Manoa
1329,Mai Yamamoto,5.0,Japanese,,University of Hawaii at Manoa
1330,Melinda Smith,3.7,English,,University of Hawaii at Manoa
1331,Stuart Huang,1.8,Law,,University of Hawaii at Manoa
1332,Eunsung  Kan,3.8,Science,100%,University of Hawaii at Manoa
1333,Chiara Logli,4.5,Education,,University of Hawaii at Manoa
1334,Timothy Callais,4.8,Theater,100%,University of Hawaii at Manoa
1335,Tagi Qolouvaki,4.1,English,88%,University of Hawaii at Manoa
1336,Matthew Winfree,4.4,Psychology,,University of Hawaii at Manoa
1337,Teresa Lane,1.5,Spanish,,University of Hawaii at Manoa
1338,Erik Holmes,5.0,Mathematics,,University of Hawaii at Manoa
1339,Christian Squire,0.0,Chemistry,,University of Hawaii at Manoa
1340,Noa Lincoln,2.6,Environmental Studies,34%,University of Hawaii at Manoa
1341,Hannah-Hanh Nguyen,4.3,Business,100%,University of Hawaii at Manoa
1342,Roman Shishkin,3.0,Economics,50%,University of Hawaii at Manoa
1343,Ropeti Ale,0.0,Languages,,University of Hawaii at Manoa
1344,Amanda Bowers,2.7,Physics,,University of Hawaii at Manoa
1345,Mark Wilding,4.3,Languages,,University of Hawaii at Manoa
1346,Robert Jedicke,3.1,Astronomy,40%,University of Hawaii at Manoa
1347,Jing  Zhou,4.8,Languages,,University of Hawaii at Manoa
1348,Mari Miyao,0.0,Languages,,University of Hawaii at Manoa
1349,Homer Williams,0.0,Architecture,,University of Hawaii at Manoa
1350,Chamil Rathnayake,4.5,Communication,,University of Hawaii at Manoa
1351,bal Sharma,0.0,Linguistics,,University of Hawaii at Manoa
1352,Minako McCarthy ,3.7,Design,100%,University of Hawaii at Manoa
1353,Troy Takahashi,0.0,History,,University of Hawaii at Manoa
1354,Alice Tse,0.0,Nursing,,University of Hawaii at Manoa
1355,Xiaodong Sun,1.4,Economics,,University of Hawaii at Manoa
1356,Min Liu,1.0,Education,0%,University of Hawaii at Manoa
1357,Dale Meyers ,2.4,Mathematics,100%,University of Hawaii at Manoa
1358,Molly  Green ,4.8,Biology,,University of Hawaii at Manoa
1359,John Wilding,0.0,Languages  Linguistics,,University of Hawaii at Manoa
1360,Raymond Jarman,5.0,Family Studies,100%,University of Hawaii at Manoa
1361,Ladan Hamedani ,4.0,Indo-Pacific Languages  Literatures,,University of Hawaii at Manoa
1362,Jeremy Lemarie,4.1,Anthropology,,University of Hawaii at Manoa
1363,Jade Higa,5.0,English,100%,University of Hawaii at Manoa
1364,Jacob Terrell,0.0,Languages,,University of Hawaii at Manoa
1365,Benjamin Fairfield,0.0,Music,,University of Hawaii at Manoa
1366,Claire Morais,3.7,Business,100%,University of Hawaii at Manoa
1367,Britton Brooks,4.3,English,58%,University of Hawaii at Manoa
1368,Jennie Jin,4.2,Anthropology,,University of Hawaii at Manoa
1369,Lauren Kaiser,2.3,Geography,34%,University of Hawaii at Manoa
1370,Kyu Seek  Hwang-Jackson,1.3,Korean,,University of Hawaii at Manoa
1371,Henry Leung,4.9,English,100%,University of Hawaii at Manoa
1372,Dante Delfino,3.8,Spanish,100%,University of Hawaii at Manoa
1373,Cheryl  Gibby,2.8,Food Science,67%,University of Hawaii at Manoa
1374,Lisa Fat,3.3,Family Studies,0%,University of Hawaii at Manoa
1375,Melissa Price,4.5,Natural Resources,100%,University of Hawaii at Manoa
1376,Kathleen Lindsey,2.5,Hawaiian Studies,100%,University of Hawaii at Manoa
1377,Kristin Kumashiro,4.5,Chemistry,88%,University of Hawaii at Manoa
1378,Michael Weems,2.0,English,0%,University of Hawaii at Manoa
1379,Hang Le,0.0,Languages,,University of Hawaii at Manoa
1380,Izumi Okado,4.8,Psychology,100%,University of Hawaii at Manoa
1381,Kim Hwanhee,5.0,Korean,100%,University of Hawaii at Manoa
1382,Jeanette Purvis,4.9,Psychology,100%,University of Hawaii at Manoa
1383,Geoff Mathews,0.0,Astronomy,,University of Hawaii at Manoa
1384,John McDonald,4.8,Classics,100%,University of Hawaii at Manoa
1385,Maria DelGreco,0.0,Communicology,,University of Hawaii at Manoa
1386,Megan Wharton,0.0,Communicology,,University of Hawaii at Manoa
1387,Charles Mueller,0.0,Psychology,,University of Hawaii at Manoa
1388,Kathryn Anbe,3.5,Business,100%,University of Hawaii at Manoa
1389,Rajiv Mohabir,4.1,English,75%,University of Hawaii at Manoa
1390,Wenyi Ling,5.0,Languages  Linguistics,,University of Hawaii at Manoa
1391,Wei-Li Hsu,4.5,Linguistics,,University of Hawaii at Manoa
1392,Hyunah Ahn,1.0,Languages  Linguistics,0%,University of Hawaii at Manoa
1393,Clyde Min,1.4,Travel Industry,,University of Hawaii at Manoa
1394,Stephanie Pysher,5.0,Nutrition,,University of Hawaii at Manoa
1395,Cassidy Copeland,4.3,Linguistics,67%,University of Hawaii at Manoa
1396,Elyse Byrnes,5.0,Philosophy,100%,University of Hawaii at Manoa
1397,Kayden Iwasaki,5.0,Speech,100%,University of Hawaii at Manoa
1398,Alison Rieser,1.0,Geography,0%,University of Hawaii at Manoa
1399,Neghin Modavi,2.0,Travel Industry,50%,University of Hawaii at Manoa
1400,Bernadette Baraquio,0.0,Journalism,100%,University of Hawaii at Manoa
1401,Sherrie White,4.4,Journalism,80%,University of Hawaii at Manoa
1402,Tomas Walker,4.5,Fine Arts,100%,University of Hawaii at Manoa
1403,James Youn,4.5,Marketing,84%,University of Hawaii at Manoa
1404,Vince Okada,5.0,Social Work,100%,University of Hawaii at Manoa
1405,Norman Thompson,5.0,English,100%,University of Hawaii at Manoa
1406,Jacob Terrel,0.0,Linguistics,,University of Hawaii at Manoa
1407,Mark Slovak,3.8,Physics,77%,University of Hawaii at Manoa
1408,Saba Kam,5.0,Nursing,,University of Hawaii at Manoa
1409,Ruri Yoshii,5.0,Japanese,100%,University of Hawaii at Manoa
1410,Joseph Greene,5.0,Communication,,University of Hawaii at Manoa
1411,Joanne Loos,3.9,Communication,84%,University of Hawaii at Manoa
1412,Nyle Kauweloa,4.3,Communication,100%,University of Hawaii at Manoa
1413,Paul Thornton,0.0,Psychology,,University of Hawaii at Manoa
1414,Massey Brooks,1.5,Architecture,0%,University of Hawaii at Manoa
1415,Daniela Gonzalez Quezada,4.0,Spanish,,University of Hawaii at Manoa
1416,Robin Deeley,3.7,Mathematics,50%,University of Hawaii at Manoa
1417,George Nabeshima,4.8,Finance,100%,University of Hawaii at Manoa
1418,Tim Metra,4.9,French,100%,University of Hawaii at Manoa
1419,Carrie Oliveira,5.0,Communicology,,University of Hawaii at Manoa
1420,Masahisa Yamaguchi,4.9,Management,100%,University of Hawaii at Manoa
1421,Ozge Tekin,5.0,Political Science,100%,University of Hawaii at Manoa
1422,Douglas Ward Mardfin,5.0,Economics,100%,University of Hawaii at Manoa
1423,Jarrett Kam,3.7,Japanese,67%,University of Hawaii at Manoa
1424,Christina Mende,4.2,Mathematics,78%,University of Hawaii at Manoa
1425,Sherilyn Wee,5.0,Economics,100%,University of Hawaii at Manoa
1426,Ha'aheo Guanson,3.7,Peace  Conflict Studies,34%,University of Hawaii at Manoa
1427,Hye Young Smith,5.0,Korean,100%,University of Hawaii at Manoa
1428,Kelsea Hosoda,3.4,Communication,67%,University of Hawaii at Manoa
1429,Siyuan Li,5.0,Finance,100%,University of Hawaii at Manoa
1430,Wei-Li Hsu,3.5,Languages  Linguistics,50%,University of Hawaii at Manoa
1431,Anthony Urbi,4.0,Kinesiology,100%,University of Hawaii at Manoa
1432,Anne Shovic,2.9,Nutrition,,University of Hawaii at Manoa
1433,Thomas Jackson,5.0,Philosophy,84%,University of Hawaii at Manoa
1434,Sarah Pirani,4.4,Nursing,80%,University of Hawaii at Manoa
1435,Carmen Linhares,4.4,Nursing,100%,University of Hawaii at Manoa
1436,Michelle Napihaa,4.5,Nursing,100%,University of Hawaii at Manoa
1437,Tamara Albertini,3.6,Philosophy,75%,University of Hawaii at Manoa
1438,Saloua Adjir,4.9,French,100%,University of Hawaii at Manoa
1439,Mark Luke,4.6,Hawaiian Studies,100%,University of Hawaii at Manoa
1440,Amber Camp,4.6,Linguistics,100%,University of Hawaii at Manoa
1441,Priscilla Faucette,0.0,Languages  Linguistics,,University of Hawaii at Manoa
1442,Kunihiko Homma,5.0,Japanese,100%,University of Hawaii at Manoa
1443,Gabriel Arnold,1.5,Music,0%,University of Hawaii at Manoa
1444,Serge Chastel,1.0,Computer Science,0%,University of Hawaii at Manoa
1445,Aimee Chung,4.0,Social Work,100%,University of Hawaii at Manoa
1446,Kristopher Picarella,3.0,Kinesiology,67%,University of Hawaii at Manoa
1447,David Yuen,4.9,Mathematics,100%,University of Hawaii at Manoa
1448,Alan Katz,0.0,Public Health,,University of Hawaii at Manoa
1449,Michelle Clark,4.0,Travel Industry,100%,University of Hawaii at Manoa
1450,Hanna Roman,2.0,French,0%,University of Hawaii at Manoa
1451, Jack Barile,2.0,Psychology,34%,University of Hawaii at Manoa
1452,Fata Simanu-Klutz,2.8,Literature,75%,University of Hawaii at Manoa
1453,Rachael Uyeno,5.0,Theater,100%,University of Hawaii at Manoa
1454,Theo Garneau,4.5,English,100%,University of Hawaii at Manoa
1455,Patricia LaPorte,3.5,Business,84%,University of Hawaii at Manoa
1456,Nicole Hynson,0.0,Botany,,University of Hawaii at Manoa
1457,May Rose Dela Cruz,1.0,Public Health,0%,University of Hawaii at Manoa
1458,Forrest Young,0.0,Anthropology,,University of Hawaii at Manoa
1459,Piper Harron,3.9,Mathematics,63%,University of Hawaii at Manoa
1460,Kenichi Shinkuma,5.0,Japanese,100%,University of Hawaii at Manoa
1461,Pham Lee,0.0,Biology,,University of Hawaii at Manoa
1462,Ryan Kunkle,4.0,Kinesiology,100%,University of Hawaii at Manoa
1463,Kelly Bergstrom,5.0,Communication,100%,University of Hawaii at Manoa
1464,December Maxwell,5.0,Social Work,100%,University of Hawaii at Manoa
1465,Jessica Delgado,5.0,Mathematics,100%,University of Hawaii at Manoa
1466,Rachel Sommer,1.0,Biology,0%,University of Hawaii at Manoa
1467,Kristopher Kyle,0.0,Languages  Linguistics,,University of Hawaii at Manoa
1468,Shane Strachan,5.0,Political Science,100%,University of Hawaii at Manoa
1469,Grayden Solman,2.9,Psychology,46%,University of Hawaii at Manoa
1470,Kim Cooper Giegerich,5.0,Fine Arts,50%,University of Hawaii at Manoa
1471,Cara Bellwood,5.0,Psychology,100%,University of Hawaii at Manoa
1472,Danita Dahl,5.0,Agriculture,100%,University of Hawaii at Manoa
1473,Wolfgang Erb,3.3,Mathematics,75%,University of Hawaii at Manoa
1474,Peter Rowan,2.8,Business,17%,University of Hawaii at Manoa
1475,Barbara Watanabe,5.0,Psychology,100%,University of Hawaii at Manoa
1476,Ryan Zaporski,5.0,Kinesiology,100%,University of Hawaii at Manoa
1477,Joseph Campos,0.0,Social Science,,University of Hawaii at Manoa
1478,Sue Haglund,5.0,Ethnic Studies,100%,University of Hawaii at Manoa
1479,Anders Host-Madsen,4.0,Engineering,50%,University of Hawaii at Manoa
1480,Miriam Stark,4.3,Anthropology,85%,University of Hawaii at Manoa
1481,Lorey Takahashi,3.8,Psychology,60%,University of Hawaii at Manoa
1482,Jenee Odani,4.7,Agriculture,100%,University of Hawaii at Manoa
1483,Jason Levy,0.0,Geography,,University of Hawaii at Manoa
1484,Agaton Pasion,5.0,Indo-Pacific Languages amp Literatures,100%,University of Hawaii at Manoa
1485,Eric Lauritzen,4.0,English,72%,University of Hawaii at Manoa
1486,Joni Sasaki,3.5,Psychology,73%,University of Hawaii at Manoa
1487,Brannon Basilio,5.0,Mathematics,100%,University of Hawaii at Manoa
1488,Richard Chadwick,5.0,Political Science,100%,University of Hawaii at Manoa
1489,Ashiyan Rahmani-Shirazi,5.0,Communication,100%,University of Hawaii at Manoa
1490,Juvana Soliven,0.0,Art History,,University of Hawaii at Manoa
1491,Liulin Zhang,3.0,East Asian Lang.  Literature,0%,University of Hawaii at Manoa
1492,Xi Yang,4.0,American Studies,100%,University of Hawaii at Manoa
1493,Chung Eun Ha,0.0,Health Science,,University of Hawaii at Manoa
1494,Chris Bertlemann,5.0,Psychology,100%,University of Hawaii at Manoa
1495,Claire Steele,5.0,Hawaiian Studies,100%,University of Hawaii at Manoa
1496,Tristan Striker,3.0,English,100%,University of Hawaii at Manoa
1497,Laci Gerhart Barley,4.8,Biology,100%,University of Hawaii at Manoa
1498,Ian Nicolay,2.0,Philosophy,50%,University of Hawaii at Manoa
1499,Malgorzata Citko,4.0,Asian Studies,100%,University of Hawaii at Manoa
1500,Chiyeon Hwang,5.0,Korean,100%,University of Hawaii at Manoa
1501,Y. Kuan,4.0,Music,100%,University of Hawaii at Manoa
1502,Monica Esquivel,5.0,Food Science,100%,University of Hawaii at Manoa
1503,Kelsey Amos,5.0,English,100%,University of Hawaii at Manoa
1504,Elena Sedova,0.0,Russian,,University of Hawaii at Manoa
1505,Joshua Uipi,4.7,American Studies,100%,University of Hawaii at Manoa
1506,Guy Smoot,5.0,Classics,100%,University of Hawaii at Manoa
1507,erin centeio,1.0,Kinesiology,67%,University of Hawaii at Manoa
1508,Dana Hauanio-Lore,3.8,Business,84%,University of Hawaii at Manoa
1509,Benjamin Lukey,4.6,Philosophy,100%,University of Hawaii at Manoa
1510,Christopher Manloloyo,2.6,Engineering,52%,University of Hawaii at Manoa
1511,Jeehae Yoo,5.0,Korean,100%,University of Hawaii at Manoa
1512,Rachel Hernandez,0.0,Spanish,,University of Hawaii at Manoa
1513,Jaime DeGuzman,2.0,Social Work,0%,University of Hawaii at Manoa
1514,Oleksandr Markovichenko,4.0,Mathematics,100%,University of Hawaii at Manoa
1515,Omar Bird,5.0,Sociology,100%,University of Hawaii at Manoa
1516,Derek Kamigaki,0.0,Theatre  Dance,,University of Hawaii at Manoa
1517,Michael Schainfeld,4.0,Philosophy,100%,University of Hawaii at Manoa
1518,Nysa Allen,2.0,Kinesiology,0%,University of Hawaii at Manoa
1519,Hope Allen,5.0,Kinesiology,100%,University of Hawaii at Manoa
1520,Guohui Zhang,5.0,Engineering,100%,University of Hawaii at Manoa
1521,Rie Tada,5.0,Japanese,100%,University of Hawaii at Manoa
1522,Jaeseong Lim,4.7,Business,100%,University of Hawaii at Manoa
1523,Richard Taylor,5.0,Communication,100%,University of Hawaii at Manoa
1524,Riddhi Shah,5.0,Political Science,100%,University of Hawaii at Manoa
1525,Richard Rath,0.0,Honors,,University of Hawaii at Manoa
1526,Jeremy Wong,5.0,Music,100%,University of Hawaii at Manoa
1527,Andrew Woodill,0.0,Economics,,University of Hawaii at Manoa
1528,Tim Wilkins,3.2,Travel Industry,62%,University of Hawaii at Manoa
1529,Amanda Malave,2.9,Marketing,40%,University of Hawaii at Manoa
1530,Boo Kyung Jung,5.0,Korean,100%,University of Hawaii at Manoa
1531,Yunchuan Chen,4.7,Japanese,100%,University of Hawaii at Manoa
1532,Hannah Tavares,0.0,Education,100%,University of Hawaii at Manoa
1533,Ryan Henke,5.0,Linguistics,100%,University of Hawaii at Manoa
1534,Gerard Fryer,0.0,Geology,,University of Hawaii at Manoa
1535,J Vera Lee,3.3,English,67%,University of Hawaii at Manoa
1536,Keiko Fukunishi,4.3,Academy for Creative Media,100%,University of Hawaii at Manoa
1537,John Gagnon,4.7,English,100%,University of Hawaii at Manoa
1538,Theresa LeMoon,0.0,Health Science,,University of Hawaii at Manoa
1539,Jarrett Kam,0.0,Asian Studies,,University of Hawaii at Manoa
1540,Dean Nakasone ,0.0,Travel Industry,,University of Hawaii at Manoa
1541,Izaskun  Ruiz,0.0,Spanish,,University of Hawaii at Manoa
1542,Tarcisius Kabutaulaka,3.6,Pacific & Asian Studies,58%,University of Hawaii at Manoa
1543,David Beilman,4.3,Geography,75%,University of Hawaii at Manoa
1544,Farideh Farhi,4.6,Political Science,,University of Hawaii at Manoa
1545, Madison  Liotta,0.0,Languages & Linguistics,,University of Hawaii at Manoa
1546,Violet  Nxedhlana,0.0,Medical Technology,,University of Hawaii at Manoa
1547,Arielle Lowe,4.0,English,100%,University of Hawaii at Manoa
1548,Daita Serghi,3.3,Biology,,University of Hawaii at Manoa
1549,Matthew Chasse,3.0,Mathematics,,University of Hawaii at Manoa
1550,Holden Takahashi,0.0,Hawaiian Studies,,University of Hawaii at Manoa
1551,Hino Kitty,0.0,Education,,University of Hawaii at Manoa
1552,Joel Moffett,4.4,Film,80%,University of Hawaii at Manoa
1553,Kahiokala Elkington,0.0,Geography,100%,University of Hawaii at Manoa
1554,Masato Itoh,0.0,Finance,100%,University of Hawaii at Manoa
1555,George Lee,3.0,Computer Science,50%,University of Hawaii at Manoa
1556,Nader Haghighipour,5.0,Astronomy,100%,University of Hawaii at Manoa
1557,Kimberly Corbin,0.0,Education,,University of Hawaii at Manoa
1558,Phillip Jung,4.7,Fine Arts,100%,University of Hawaii at Manoa
1559,Christa Eleftherakis,2.5,Theater,0%,University of Hawaii at Manoa
1560,Alvin Chock,4.0,Botany,0%,University of Hawaii at Manoa
1561,Cheryl Treiber-Kawaoka,0.0,Education,,University of Hawaii at Manoa
1562,Joseph Brown,4.5,Engineering,100%,University of Hawaii at Manoa
1563,Tram Nguyen,5.0,Business,100%,University of Hawaii at Manoa
1564,Alejandro Guillen,1.2,Mathematics,0%,University of Hawaii at Manoa
1565,Allison Wagner,0.0,Psychology,,University of Hawaii at Manoa
1566,Lee  Hang,1.0,Mathematics,,University of Hawaii at Manoa
1567,Brendon Friedman,0.0,Nursing,,University of Hawaii at Manoa
1568,Christine Walters,0.0,Religion,100%,University of Hawaii at Manoa
1569,Zephanii Smith Eisenstat,1.0,Peace & Conflict Studies,,University of Hawaii at Manoa
1570,Shilpi Suneja,3.0,English,100%,University of Hawaii at Manoa
1571,Rachel Hong,0.0,American Studies,,University of Hawaii at Manoa
1572,Taylor Wray,5.0,American Studies,100%,University of Hawaii at Manoa
1573,Michael Aung-Thwin,0.0,Asian Studies,,University of Hawaii at Manoa
1574,Lauren Cheatham,4.5,Marketing,100%,University of Hawaii at Manoa
1575,Yijun Ding,4.5,East Asian Studies,100%,University of Hawaii at Manoa
1576,Kristin Rock,3.0,Languages amp Linguistics,0%,University of Hawaii at Manoa
1577,Bradley Rentz,0.0,Languages amp Linguistics,,University of Hawaii at Manoa
1578,Yeah-Ju Lee,0.0,Sociology,,University of Hawaii at Manoa
1579,Stacy Hoshino,0.0,Design,,University of Hawaii at Manoa
1580,Teresa LeMoon,3.0,Food Science,100%,University of Hawaii at Manoa
1581,Peiling Kao,0.0,Theater,,University of Hawaii at Manoa
1582,Emanuel Dreshsel,0.0,Languages amp Linguistics,,University of Hawaii at Manoa
1583,Patricia Amaral Buskirk,0.0,Communication,,University of Hawaii at Manoa
1584,Jordan Hiroshi Ichiki,4.5,Hawaiian Studies,100%,University of Hawaii at Manoa
1585,Michele Cantwell,5.0,Psychology,100%,University of Hawaii at Manoa
1586,Katherine Altman,4.8,Theater,100%,University of Hawaii at Manoa
1587,Steger Manfred,4.0,Sociology,100%,University of Hawaii at Manoa
1588,Dean Saranillio,0.0,Political Science,100%,University of Hawaii at Manoa
1589,Max Dornfest,5.0,Physics,100%,University of Hawaii at Manoa
1590,Emma Breslow,0.0,English,,University of Hawaii at Manoa
1591,Karla Sierralta,3.7,Architecture,70%,University of Hawaii at Manoa
1592,Kate Zhou,3.7,Political Science,80%,University of Hawaii at Manoa
1593,Nevzat Soguk,4.0,Political Science,84%,University of Hawaii at Manoa
