,name,rating,department,feedback,school
1930,Ren Pruitt,QUALITY5.02 ratings,English,100%,University of Hawaii at Manoa
1931,Emily McIlroy,QUALITY3.17 ratings,Fine Arts,75%,University of Hawaii at Manoa
1932,Shayna Katz,QUALITY5.02 ratings,Spanish,100%,University of Hawaii at Manoa
1933,Robert Moore,QUALITY4.52 ratings,Travel Industry,100%,University of Hawaii at Manoa
1934,Imelda Gasmen,QUALITY3.836 ratings,Filipino,65%,University of Hawaii at Manoa
1935,Jennifer Draper,QUALITY4.67 ratings,Nutrition,94%,University of Hawaii at Manoa
1936,Aaron Do,QUALITY4.01 ratings,Astronomy,100%,University of Hawaii at Manoa
1937,Ashleigh Louis,QUALITY5.02 ratings,Psychology,100%,University of Hawaii at Manoa
1938,Drew Polakowski,QUALITY4.52 ratings,Mathematics,100%,University of Hawaii at Manoa
1939,Yilan Hu,QUALITY4.24 ratings,American Studies,86%,University of Hawaii at Manoa
1940,Mahealani Kaneshiro,QUALITY1.54 ratings,Mathematics,20%,University of Hawaii at Manoa
1941,Mario Cruz-Zayas,QUALITY4.916 ratings,Spanish,100%,University of Hawaii at Manoa
1942,Dulal Borthakur,QUALITY3.723 ratings,Not Specified,20%,University of Hawaii at Manoa
1943,Daniel Owens,QUALITY4.24 ratings,Biochemistry,100%,University of Hawaii at Manoa
1944,Brian Szuster,QUALITY4.316 ratings,Geography,67%,University of Hawaii at Manoa
1945,Kathy Ferguson,QUALITY4.416 ratings,Political Science,89%,University of Hawaii at Manoa
1946,Will Olney,QUALITY4.34 ratings,Economics,100%,University of Hawaii at Manoa
1947,Hua Chen,QUALITY2.37 ratings,Business,15%,University of Hawaii at Manoa
1948,Emi Murayama,QUALITY4.831 ratings,Japanese,100%,University of Hawaii at Manoa
1949,Michelle Wright,QUALITY4.511 ratings,Hawaiian Studies,93%,University of Hawaii at Manoa
1950,Kareem Elassy,QUALITY0.00 ratings,Engineering,N/A,University of Hawaii at Manoa
1951,Rosita Chang,QUALITY2.414 ratings,Finance,40%,University of Hawaii at Manoa
1952,Kimberly Miyashiro,QUALITY0.00 ratings,Business,100%,University of Hawaii at Manoa
1953,Mark Nelson,QUALITY5.02 ratings,Engineering,100%,University of Hawaii at Manoa
1954,Kahala Johnson,QUALITY3.33 ratings,Political Science,67%,University of Hawaii at Manoa
1955,Laura O'Rourke,QUALITY2.99 ratings,Languages,67%,University of Hawaii at Manoa
1956,Grace Ray,QUALITY3.044 ratings,Japanese,20%,University of Hawaii at Manoa
1957,Donald Drake,QUALITY5.01 ratings,Botany,100%,University of Hawaii at Manoa
1958,Patrick Woo,QUALITY5.037 ratings,Japanese,95%,University of Hawaii at Manoa
1959,Irmak Yazici,QUALITY5.04 ratings,Sociology,100%,University of Hawaii at Manoa
1960,Barry Toyama,QUALITY2.010 ratings,Kinesiology,28%,University of Hawaii at Manoa
1961,Emilee Turner,QUALITY3.01 ratings,Psychology,100%,University of Hawaii at Manoa
1962,Kara Suzuka,QUALITY4.01 ratings,Education,100%,University of Hawaii at Manoa
1963,Swarnalakshmi Lakshmanan,QUALITY3.00 ratings,Mathematics,100%,University of Hawaii at Manoa
1964,Jackson Zolmer,QUALITY2.02 ratings,Biology,N/A,University of Hawaii at Manoa
1965,Meagan Harden,QUALITY0.00 ratings,Geography,N/A,University of Hawaii at Manoa
1966,Shikano Ikkei,QUALITY3.38 ratings,Environmental Studies,63%,University of Hawaii at Manoa
1967,Laura Margulies,QUALITY5.01 ratings,Academy for Creative Media,100%,University of Hawaii at Manoa
1968,Melissa Nakamura,QUALITY0.00 ratings,Business,100%,University of Hawaii at Manoa
1969,Robert Rodeck,QUALITY3.810 ratings,Film,N/A,University of Hawaii at Manoa
1970,Lillian McIntyre,QUALITY5.01 ratings,Japanese Literature,100%,University of Hawaii at Manoa
1971,Claudia Pummer,QUALITY3.58 ratings,Academy for Creative Media,34%,University of Hawaii at Manoa
1972,Curtis Daehler,QUALITY3.127 ratings,Biology,94%,University of Hawaii at Manoa
1973,Eric Hurwitz,QUALITY4.84 ratings,Public Health,100%,University of Hawaii at Manoa
1974,Henry Osborne,QUALITY3.52 ratings,Linguistics,50%,University of Hawaii at Manoa
1975,Jaimey Hamilton,QUALITY4.311 ratings,Art History,100%,University of Hawaii at Manoa
1976,Aaron Lee,QUALITY4.01 ratings,Graphic Arts,100%,University of Hawaii at Manoa
1977,Adam Foster,QUALITY4.34 ratings,Political Science,84%,University of Hawaii at Manoa
1978,Kisitu Alexandra,QUALITY4.79 ratings,Sociology,100%,University of Hawaii at Manoa
1979,Hayley Mckown,QUALITY5.01 ratings,Kinesiology,100%,University of Hawaii at Manoa
1980,Lin Shen,QUALITY4.06 ratings,Engineering,80%,University of Hawaii at Manoa
1981,Richard Russ,QUALITY4.344 ratings,Engineering,79%,University of Hawaii at Manoa
1982,Kameryn Williams,QUALITY4.25 ratings,Mathematics,80%,University of Hawaii at Manoa
1983,Peter Quigley,QUALITY2.54 ratings,English,67%,University of Hawaii at Manoa
1984,Kuualoha Hoomanawanui,QUALITY3.115 ratings,English,67%,University of Hawaii at Manoa
1985,Erika Mukoyama,QUALITY5.03 ratings,Japanese,100%,University of Hawaii at Manoa
1986,Ward Steven,QUALITY1.64 ratings,Biology,25%,University of Hawaii at Manoa
1987,Zhao Li,QUALITY4.43 ratings,Engineering,100%,University of Hawaii at Manoa
1988,Jenny Teruya,QUALITY2.955 ratings,Accounting,77%,University of Hawaii at Manoa
1989,Anh Phan,QUALITY5.01 ratings,Business,100%,University of Hawaii at Manoa
1990,Kathleen Gauci,QUALITY3.02 ratings,Educational Psychology,50%,University of Hawaii at Manoa
1991,Roger Babcock,QUALITY3.115 ratings,Engineering,56%,University of Hawaii at Manoa
1992,Yao Zheng,QUALITY3.36 ratings,Engineering,50%,University of Hawaii at Manoa
1993,Jennie Tran,QUALITY3.611 ratings,Languages,91%,University of Hawaii at Manoa
1994,Daniel Flores,QUALITY3.01 ratings,Mathematics,100%,University of Hawaii at Manoa
1995,Leon James,QUALITY2.814 ratings,Psychology,50%,University of Hawaii at Manoa
1996,Kieko Matteson,QUALITY4.511 ratings,History,100%,University of Hawaii at Manoa
1997,John Szostak,QUALITY1.52 ratings,Art History,N/A,University of Hawaii at Manoa
1998,Nathalie Segeral,QUALITY2.410 ratings,French,34%,University of Hawaii at Manoa
1999,Antin Nicholas,QUALITY0.00 ratings,Mathematics,N/A,University of Hawaii at Manoa
2000,Aya Kimura,QUALITY3.618 ratings,Women's Studies,50%,University of Hawaii at Manoa
2001,Noweo Kai,QUALITY0.00 ratings,Biology,N/A,University of Hawaii at Manoa
2002,Vicky Enos,QUALITY0.00 ratings,Hawaiian,N/A,University of Hawaii at Manoa
2003,Boeui Woo,QUALITY2.34 ratings,Korean,25%,University of Hawaii at Manoa
2004,Shirakawa Takeshi,QUALITY4.01 ratings,Philosophy,50%,University of Hawaii at Manoa
2005,Jonathan Fine,QUALITY4.02 ratings,Philosophy,50%,University of Hawaii at Manoa
2006,Leilani Basham,QUALITY3.34 ratings,Languages,0%,University of Hawaii at Manoa
2007,Duckhyun Jo,QUALITY5.01 ratings,Psychology,100%,University of Hawaii at Manoa
2008,Matthew Ito,QUALITY4.04 ratings,English,84%,University of Hawaii at Manoa
2009,Masuda Akihiko,QUALITY5.04 ratings,Psychology,100%,University of Hawaii at Manoa
2010,Gretel Sia,QUALITY2.925 ratings,Mathematics,45%,University of Hawaii at Manoa
2011,Alice Zhu,QUALITY0.00 ratings,Humanities,N/A,University of Hawaii at Manoa
2012,Quincy Edwards,QUALITY4.846 ratings,Sociology,75%,University of Hawaii at Manoa
2013,Tyler Miyashiro,QUALITY5.03 ratings,Korean,100%,University of Hawaii at Manoa
2014,Richard Jay Aglugub,QUALITY5.01 ratings,Education,100%,University of Hawaii at Manoa
2015,David Garmire,QUALITY3.412 ratings,Engineering,80%,University of Hawaii at Manoa
2016,Stephanie Buelow,QUALITY3.01 ratings,Education,0%,University of Hawaii at Manoa
2017,Noah Ryan,QUALITY4.341 ratings,Hawaiian Studies,59%,University of Hawaii at Manoa
2018,Kim Compoc,QUALITY4.18 ratings,English,86%,University of Hawaii at Manoa
2019,Adam Kehl,QUALITY5.03 ratings,Music,100%,University of Hawaii at Manoa
2020,Kasey Barton,QUALITY1.811 ratings,Botany,10%,University of Hawaii at Manoa
2021,Charles Morgan,QUALITY0.00 ratings,Kinesiology,N/A,University of Hawaii at Manoa
2022,Natasha Lopes,QUALITY3.48 ratings,Hawaiian Studies,75%,University of Hawaii at Manoa
2023,Hyunsun Chung,QUALITY4.54 ratings,Korean,100%,University of Hawaii at Manoa
2024,Anthony Kuh,QUALITY0.00 ratings,Engineering,N/A,University of Hawaii at Manoa
2025,Sujin Kang,QUALITY1.01 ratings,Korean,N/A,University of Hawaii at Manoa
2026,Kelly Holden,QUALITY3.812 ratings,Marketing,91%,University of Hawaii at Manoa
2027,Miao Hu,QUALITY4.85 ratings,Marketing,100%,University of Hawaii at Manoa
2028,Joseph Iseri,QUALITY0.00 ratings,Japanese,100%,University of Hawaii at Manoa
2029,Joseph Mobley,QUALITY1.01 ratings,Nursing,0%,University of Hawaii at Manoa
2030,Marguerite Butler,QUALITY2.018 ratings,Zoology,25%,University of Hawaii at Manoa
2031,Kim Galante,QUALITY3.233 ratings,Spanish,45%,University of Hawaii at Manoa
2032,Crystal Kwok,QUALITY0.00 ratings,Film,N/A,University of Hawaii at Manoa
2033,Rebecca Chong,QUALITY1.825 ratings,Biology,20%,University of Hawaii at Manoa
2034,Pavel Guerzhoy,QUALITY3.132 ratings,Mathematics,77%,University of Hawaii at Manoa
2035,Katie Caldwell,QUALITY5.09 ratings,Social Work,100%,University of Hawaii at Manoa
2036,Piphal Heng,QUALITY0.00 ratings,History,N/A,University of Hawaii at Manoa
2037,Mya Sears,QUALITY5.01 ratings,Atmospheric Sciences,100%,University of Hawaii at Manoa
2038,Stacy Ray,QUALITY3.02 ratings,Theater,50%,University of Hawaii at Manoa
2039,Daniel Harris-Mccoy,QUALITY4.317 ratings,Classics,100%,University of Hawaii at Manoa
2040,Michael Poblete,QUALITY4.49 ratings,Theater,56%,University of Hawaii at Manoa
2041,Christopher Bae,QUALITY4.48 ratings,Anthropology,100%,University of Hawaii at Manoa
2042,Seth Quintus,QUALITY4.115 ratings,Anthropology,82%,University of Hawaii at Manoa
2043,Sebastian Ohara-Saft,QUALITY5.01 ratings,Linguistics,100%,University of Hawaii at Manoa
2044,Jason Cooper,QUALITY3.01 ratings,History,0%,University of Hawaii at Manoa
2045,Jordan Luz,QUALITY4.19 ratings,English,86%,University of Hawaii at Manoa
2046,Latner Janet,QUALITY5.01 ratings,Psychology,100%,University of Hawaii at Manoa
2047,Ashley Maynard,QUALITY4.720 ratings,Psychology,100%,University of Hawaii at Manoa
2048,Koyuki Mitani,QUALITY4.52 ratings,Japanese,100%,University of Hawaii at Manoa
2049,Nick Synodinos,QUALITY3.438 ratings,Marketing,50%,University of Hawaii at Manoa
2050,Bruce Watson,QUALITY4.52 ratings,Hawaiian Studies,100%,University of Hawaii at Manoa
2051,Paul Lawler,QUALITY2.135 ratings,Hospitality,18%,University of Hawaii at Manoa
2052,Eduard Merc,QUALITY5.02 ratings,Business,100%,University of Hawaii at Manoa
2053,Lisa Widdison,QUALITY3.05 ratings,Philosophy,67%,University of Hawaii at Manoa
2054,Patricia Couvillon,QUALITY3.431 ratings,Psychology,45%,University of Hawaii at Manoa
2055,Rick Kazman,QUALITY3.242 ratings,Business,37%,University of Hawaii at Manoa
2056,Michael Cooney,QUALITY4.611 ratings,Science,97%,University of Hawaii at Manoa
2057,Amy Schafer,QUALITY4.37 ratings,Languages,100%,University of Hawaii at Manoa
2058,Ramona Clemente,QUALITY1.01 ratings,Human Resources,0%,University of Hawaii at Manoa
2059,Emily West,QUALITY5.06 ratings,English,100%,University of Hawaii at Manoa
2060,Richard Rath,QUALITY3.121 ratings,History,45%,University of Hawaii at Manoa
2061,William Temple,QUALITY0.00 ratings,Communication,N/A,University of Hawaii at Manoa
2062,Marcus Tius,QUALITY3.135 ratings,Chemistry,45%,University of Hawaii at Manoa
2063,Ross Peterman,QUALITY3.01 ratings,Honors,N/A,University of Hawaii at Manoa
2064,Tiana An,QUALITY0.00 ratings,Languages,N/A,University of Hawaii at Manoa
2065,Heather Nylen,QUALITY3.660 ratings,Spanish,82%,University of Hawaii at Manoa
2066,Sungjin Kim,QUALITY0.00 ratings,Marketing,N/A,University of Hawaii at Manoa
2067,Eva  Cruz,QUALITY0.00 ratings,Pacific & Asian Studies,N/A,University of Hawaii at Manoa
2068,Michele Bray,QUALITY3.37 ratings,Nursing,0%,University of Hawaii at Manoa
2069,Matt Johnson,QUALITY0.00 ratings,Natural Resources,N/A,University of Hawaii at Manoa
2070,Tamar Kreps,QUALITY5.02 ratings,Business,100%,University of Hawaii at Manoa
2071,Yumiko Tateyama,QUALITY4.018 ratings,Japanese,58%,University of Hawaii at Manoa
2072,Ravi Narayan,QUALITY3.641 ratings,Computer Science,70%,University of Hawaii at Manoa
2073,Ka-Ning Fong,QUALITY5.02 ratings,Art History,100%,University of Hawaii at Manoa
2074,Steven Holmes,QUALITY3.68 ratings,English,58%,University of Hawaii at Manoa
2075,Susan Chandler,QUALITY0.00 ratings,Public Policy,N/A,University of Hawaii at Manoa
2076,Samantha Andrews,QUALITY0.00 ratings,Kinesiology,N/A,University of Hawaii at Manoa
2077,Jacob Fennick,QUALITY0.00 ratings,Physics,N/A,University of Hawaii at Manoa
2078,Barbara Endicott-Popovsky,QUALITY2.03 ratings,Computer Science,67%,University of Hawaii at Manoa
2079,Grant Muagututia,QUALITY4.09 ratings,Languages,82%,University of Hawaii at Manoa
2080,Theresa Greaney,QUALITY4.026 ratings,Economics,63%,University of Hawaii at Manoa
2081,Stewart Curry,QUALITY4.625 ratings,Japanese,94%,University of Hawaii at Manoa
2082,Christopher Cannon,QUALITY5.03 ratings,Marketing,100%,University of Hawaii at Manoa
2083,Leighton Lee,QUALITY5.02 ratings,Family Studies,100%,University of Hawaii at Manoa
2084,Brian Popp,QUALITY4.58 ratings,Geology,100%,University of Hawaii at Manoa
2085,Alexander Means,QUALITY4.01 ratings,Education,100%,University of Hawaii at Manoa
2086,Malte-Fabian Stuecker,QUALITY3.38 ratings,History,100%,University of Hawaii at Manoa
2087,Yanghua He,QUALITY4.58 ratings,Science,100%,University of Hawaii at Manoa
2088,Katinka Hammerich,QUALITY4.836 ratings,German,95%,University of Hawaii at Manoa
2089,Ivonne Fitzgerald,QUALITY3.231 ratings,Spanish,73%,University of Hawaii at Manoa
2090,Jon-Paul Bingham,QUALITY4.217 ratings,Biology,72%,University of Hawaii at Manoa
2091,Kyungim Baek,QUALITY3.325 ratings,Computer Science,80%,University of Hawaii at Manoa
2092,Dax Garcia,QUALITY5.010 ratings,English,100%,University of Hawaii at Manoa
2093,Ethan Caldwell,QUALITY4.67 ratings,Ethnic Studies,100%,University of Hawaii at Manoa
2094,Akiko Ono,QUALITY5.01 ratings,Asian Studies,100%,University of Hawaii at Manoa
2095,Michael Cooney,QUALITY0.00 ratings,Oceanography,N/A,University of Hawaii at Manoa
2096,Ha'ani San Nicolas,QUALITY0.00 ratings,Political Science,100%,University of Hawaii at Manoa
2097,Lloyd Hihara,QUALITY1.79 ratings,Engineering,23%,University of Hawaii at Manoa
2098,David Ross,QUALITY2.629 ratings,Mathematics,40%,University of Hawaii at Manoa
2099,Rufus Willett,QUALITY4.832 ratings,Mathematics,86%,University of Hawaii at Manoa
2100,Yukiya Oba,QUALITY4.24 ratings,Kinesiology,100%,University of Hawaii at Manoa
2101,Migiwa Kawachi,QUALITY1.01 ratings,Botany,0%,University of Hawaii at Manoa
2102,Yiting Wang,QUALITY2.86 ratings,Communication,63%,University of Hawaii at Manoa
2103,Noenoelani Zuttermeister,QUALITY3.89 ratings,Music,60%,University of Hawaii at Manoa
2104,Jason Higa,QUALITY4.33 ratings,Nursing,100%,University of Hawaii at Manoa
2105,Benjamin Boe,QUALITY5.01 ratings,Astronomy,100%,University of Hawaii at Manoa
2106,Dianne Juhn,QUALITY0.00 ratings,Korean,N/A,University of Hawaii at Manoa
2107,Magdy F. Iskander,QUALITY1.52 ratings,Engineering,0%,University of Hawaii at Manoa
2108,Vinod Malhotra,QUALITY1.912 ratings,Engineering,30%,University of Hawaii at Manoa
2109,George Wilkens,QUALITY2.438 ratings,Mathematics,0%,University of Hawaii at Manoa
2110,Rachel Hoerman,QUALITY3.66 ratings,Anthropology,0%,University of Hawaii at Manoa
2111,Bardia Konh,QUALITY3.37 ratings,Engineering,58%,University of Hawaii at Manoa
2112,Dilmurat Azimov,QUALITY2.74 ratings,Engineering,50%,University of Hawaii at Manoa
2113,Nha Truong,QUALITY5.01 ratings,Mathematics,100%,University of Hawaii at Manoa
2114,Richard Johnson,QUALITY5.01 ratings,Education,100%,University of Hawaii at Manoa
2115,Ruben Juarez,QUALITY4.249 ratings,Economics,87%,University of Hawaii at Manoa
2116,Justin Tyndall,QUALITY5.01 ratings,Economics,100%,University of Hawaii at Manoa
2117,Tomoko Iwai,QUALITY4.522 ratings,Japanese,93%,University of Hawaii at Manoa
2118,Monica Vidal,QUALITY3.219 ratings,Languages & Linguistics,80%,University of Hawaii at Manoa
2119,Christine Acham,QUALITY3.110 ratings,Academy for Creative Media,50%,University of Hawaii at Manoa
2120,June Lee,QUALITY1.06 ratings,Architecture,0%,University of Hawaii at Manoa
2121,Kahealani (Jessica) Lono,QUALITY4.923 ratings,Hawaiian,100%,University of Hawaii at Manoa
2122,Sarah Post,QUALITY4.421 ratings,Mathematics,100%,University of Hawaii at Manoa
2123,Carelton Moore,QUALITY3.01 ratings,Computer Science,100%,University of Hawaii at Manoa
2124,Ainhoa de Zabala,QUALITY0.00 ratings,Spanish,N/A,University of Hawaii at Manoa
2125,Nancy Stalker,QUALITY1.73 ratings,History,0%,University of Hawaii at Manoa
2126,Edward Davis,QUALITY3.05 ratings,History,72%,University of Hawaii at Manoa
2127,Tom Browder,QUALITY2.09 ratings,Physics,17%,University of Hawaii at Manoa
2128,Luisa Kou,QUALITY2.947 ratings,Spanish,50%,University of Hawaii at Manoa
2129,Cassandra Sokach,QUALITY0.00 ratings,Mathematics,50%,University of Hawaii at Manoa
2130,Tony Papa,QUALITY0.00 ratings,Psychology,100%,University of Hawaii at Manoa
2131,Lucia Camardiel Sardina,QUALITY0.00 ratings,Spanish,N/A,University of Hawaii at Manoa
2132,Jocelyn Kaneshiro,QUALITY3.016 ratings,Speech,0%,University of Hawaii at Manoa
2133,Sumi Chang,QUALITY3.915 ratings,Korean,100%,University of Hawaii at Manoa
2134,Loriena Yancura,QUALITY4.522 ratings,Family Studies,92%,University of Hawaii at Manoa
2135,Randall Minas,QUALITY4.810 ratings,Information Science,88%,University of Hawaii at Manoa
2136,Andre Seale,QUALITY2.52 ratings,Agriculture,34%,University of Hawaii at Manoa
2137,Makenzie Davis,QUALITY4.01 ratings,Art History,100%,University of Hawaii at Manoa
2138,Giulio Ronzoni,QUALITY4.33 ratings,Travel Industry,67%,University of Hawaii at Manoa
2139,Bruce Watson,QUALITY4.84 ratings,Political Science,84%,University of Hawaii at Manoa
2140,Tung Hoang,QUALITY2.132 ratings,Microbiology,19%,University of Hawaii at Manoa
2141,Lorna Holmes,QUALITY0.00 ratings,Classics,100%,University of Hawaii at Manoa
2142,Lara Hackney,QUALITY4.52 ratings,Science,100%,University of Hawaii at Manoa
2143,Joshua Lourence,QUALITY0.00 ratings,History,N/A,University of Hawaii at Manoa
2144,Katherine Irwin,QUALITY4.351 ratings,Sociology,77%,University of Hawaii at Manoa
2145,Klaus Sattler,QUALITY4.347 ratings,Physics,89%,University of Hawaii at Manoa
2146,Mikhail Ponce,QUALITY0.00 ratings,Travel Industry,100%,University of Hawaii at Manoa
2147,Alexander Stokes,QUALITY5.01 ratings,Zoology,100%,University of Hawaii at Manoa
2148,Carolyn Maunu-Hendrix,QUALITY4.51 ratings,Travel Industry,N/A,University of Hawaii at Manoa
2149,Corey Flanders,QUALITY4.56 ratings,Psychology,N/A,University of Hawaii at Manoa
2150,Anne Kennedy,QUALITY3.87 ratings,English,N/A,University of Hawaii at Manoa
2151,Kimberly Galante-Wong.,QUALITY2.78 ratings,Spanish,25%,University of Hawaii at Manoa
2152,Presley Ah Mook Sang,QUALITY5.025 ratings,Hawaiian,100%,University of Hawaii at Manoa
2153,James Frankel,QUALITY4.852 ratings,Religion,N/A,University of Hawaii at Manoa
2154,Young Jin Bahng,QUALITY3.33 ratings,Design,50%,University of Hawaii at Manoa
2155,Laura Chandler,QUALITY5.02 ratings,Education,100%,University of Hawaii at Manoa
2156,David Webb,QUALITY5.03 ratings,Mathematics,100%,University of Hawaii at Manoa
2157,Cameron Grimm,QUALITY5.01 ratings,Political Science,100%,University of Hawaii at Manoa
2158,Jonathan Pettit,QUALITY4.414 ratings,Religion,95%,University of Hawaii at Manoa
2159,Edward McAssey,QUALITY4.421 ratings,Biology,96%,University of Hawaii at Manoa
2160,Karolina Heyduk,QUALITY4.52 ratings,Biology,100%,University of Hawaii at Manoa
2161,Elena Dobrica,QUALITY1.01 ratings,Science,0%,University of Hawaii at Manoa
2162,Yuka Wada,QUALITY4.430 ratings,Japanese,90%,University of Hawaii at Manoa
2163,Vilsoni Hereniko,QUALITY3.537 ratings,Academy for Creative Media,64%,University of Hawaii at Manoa
2164,Nicolas Antin,QUALITY3.811 ratings,Engineering,86%,University of Hawaii at Manoa
2165,Matthias Fripp,QUALITY3.76 ratings,Engineering,50%,University of Hawaii at Manoa
2166,Elisabeth Kaiama,QUALITY4.557 ratings,Hawaiian Studies,77%,University of Hawaii at Manoa
2167,Scott Kaalele,QUALITY4.03 ratings,English,60%,University of Hawaii at Manoa
2168,Yean-Ju Lee,QUALITY1.04 ratings,Sociology,0%,University of Hawaii at Manoa
2169,Michael Cheang,QUALITY4.118 ratings,Family Studies,82%,University of Hawaii at Manoa
2170,Taylor (TK) Klotz,QUALITY1.01 ratings,Mathematics,58%,University of Hawaii at Manoa
2171,Joon Ho Kim,QUALITY3.66 ratings,Finance,75%,University of Hawaii at Manoa
2172,Lea Ann Lucas,QUALITY4.623 ratings,Psychology,100%,University of Hawaii at Manoa
2173,Bonnie Schwartz,QUALITY2.812 ratings,Languages,25%,University of Hawaii at Manoa
2174,Kurtis Nishimura,QUALITY4.911 ratings,Physics,100%,University of Hawaii at Manoa
2175,Rheta Kuwahara,QUALITY3.26 ratings,Family & Consumer Sciences,60%,University of Hawaii at Manoa
2176,Hannah Liebreich,QUALITY3.86 ratings,Sociology,72%,University of Hawaii at Manoa
2177,Anastasia Kostetskaya,QUALITY2.89 ratings,Russian,50%,University of Hawaii at Manoa
2178,Pia Arboleda,QUALITY4.712 ratings,Filipino,100%,University of Hawaii at Manoa
2179,Niklaus Schweizer,QUALITY4.218 ratings,Literature,70%,University of Hawaii at Manoa
2180,Igor  Nikitin,QUALITY4.58 ratings,Mathematics,100%,University of Hawaii at Manoa
2181,Joan Debrah,QUALITY4.740 ratings,French,90%,University of Hawaii at Manoa
2182,Sothy Eng,QUALITY5.07 ratings,Family Studies,100%,University of Hawaii at Manoa
2183,Rick Caulfield,QUALITY4.8123 ratings,Social Science,96%,University of Hawaii at Manoa
2184,Marcus Daniel,QUALITY4.320 ratings,History,88%,University of Hawaii at Manoa
2185,Janet Latner,QUALITY0.00 ratings,Psychology,N/A,University of Hawaii at Manoa
2186,Amy Brown,QUALITY2.923 ratings,Nutrition,56%,University of Hawaii at Manoa
2187,Haruko Cook,QUALITY2.65 ratings,Japanese,0%,University of Hawaii at Manoa
2188,Atsushi Hasegawa,QUALITY4.52 ratings,Japanese Literature,100%,University of Hawaii at Manoa
2189,Yuanan Lu,QUALITY4.05 ratings,Public Health,86%,University of Hawaii at Manoa
2190,Denise Hurwitz,QUALITY4.58 ratings,Public Health,89%,University of Hawaii at Manoa
2191,William Uspal,QUALITY4.33 ratings,Engineering,100%,University of Hawaii at Manoa
2192,Jakob Kotas,QUALITY3.57 ratings,Mathematics,86%,University of Hawaii at Manoa
2193,Qian Zhang,QUALITY1.52 ratings,Engineering,N/A,University of Hawaii at Manoa
2194,Mi-Jeong Lee,QUALITY0.00 ratings,Nutrition,N/A,University of Hawaii at Manoa
2195,Thomas Robertson,QUALITY0.00 ratings,Social Work,N/A,University of Hawaii at Manoa
2196,Marie Revilla,QUALITY0.00 ratings,Food Science,N/A,University of Hawaii at Manoa
2197,Michelle Kunkel,QUALITY0.00 ratings,Languages & Linguistics,100%,University of Hawaii at Manoa
2198,Will Weinstein,QUALITY0.00 ratings,Management,N/A,University of Hawaii at Manoa
2199,Tanya Barnett,QUALITY5.06 ratings,Japanese,100%,University of Hawaii at Manoa
2200,Gwen Nakamura,QUALITY4.921 ratings,Music,100%,University of Hawaii at Manoa
2201,Justin Stopa,QUALITY0.00 ratings,Ocean & Resources Engineering,N/A,University of Hawaii at Manoa
2202,Robert Blanchard,QUALITY2.812 ratings,Psychology,N/A,University of Hawaii at Manoa
2203,Ara Laylo,QUALITY0.00 ratings,Fine Arts,100%,University of Hawaii at Manoa
2204,Laura Lyons,QUALITY4.29 ratings,English,0%,University of Hawaii at Manoa
2205,Dan Wedemeyer,QUALITY4.321 ratings,Communication,N/A,University of Hawaii at Manoa
2206,Konrad Ng,QUALITY4.518 ratings,Academy for Creative Media,N/A,University of Hawaii at Manoa
2207,Uilani Bobbit,QUALITY3.218 ratings,Hawaiian,100%,University of Hawaii at Manoa
2208,Juvana Soliven,QUALITY3.912 ratings,Fine Arts,79%,University of Hawaii at Manoa
2209,Kathleen Cole,QUALITY0.00 ratings,Biology,100%,University of Hawaii at Manoa
2210,Maria Houar,QUALITY0.00 ratings,Academy for Creative Media,100%,University of Hawaii at Manoa
2211,Carol Paul-Watanabe,QUALITY2.82 ratings,Health Science,N/A,University of Hawaii at Manoa
2212,Melly Wilson,QUALITY4.714 ratings,Political Science,N/A,University of Hawaii at Manoa
2213,Duane Henry,QUALITY4.112 ratings,Political Science,N/A,University of Hawaii at Manoa
2214,Nancy Reed,QUALITY1.68 ratings,Computer Science,0%,University of Hawaii at Manoa
2215,Feducia Pag-ibig,QUALITY0.00 ratings,Graphic Arts,N/A,University of Hawaii at Manoa
2216,Susan Jacob,QUALITY0.00 ratings,Music,N/A,University of Hawaii at Manoa
2217,Carolyn Siegman,QUALITY0.00 ratings,Linguistics,N/A,University of Hawaii at Manoa
2218,Jill Nakatsu,QUALITY1.02 ratings,Engineering,0%,University of Hawaii at Manoa
2219,Florina Titz,QUALITY0.00 ratings,Academy for Creative Media,100%,University of Hawaii at Manoa
2220,Jaewon Kim,QUALITY0.00 ratings,History,N/A,University of Hawaii at Manoa
2221,Raphael Raphael,QUALITY0.00 ratings,Academy for Creative Media,N/A,University of Hawaii at Manoa
2222,Miroslav Gabrovski,QUALITY3.03 ratings,Economics,80%,University of Hawaii at Manoa
2223,Andy Reilly,QUALITY4.718 ratings,Design,100%,University of Hawaii at Manoa
2224,Foster Kealohi,QUALITY0.00 ratings,Hawaiian Studies,100%,University of Hawaii at Manoa
2225,Joshua Habermann,QUALITY0.00 ratings,Music,N/A,University of Hawaii at Manoa
2226,Chad Morita,QUALITY0.00 ratings,Computer Science,100%,University of Hawaii at Manoa
2227,Tania Lynch,QUALITY0.00 ratings,Nursing,N/A,University of Hawaii at Manoa
2228,Danielle Jansen,QUALITY0.00 ratings,Microbiology,100%,University of Hawaii at Manoa
2229,Camille Monson,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
2230,Pier-Carlo Tommasi,QUALITY0.00 ratings,Asian Studies,100%,University of Hawaii at Manoa
